author,title,description,url,urlToImage,publishedAt,content,source.id,source.name,leaning,keyword
CBS News,President-elect Joe Biden delivers remarks after projected victory,President-elect Joe Biden spoke to the nation on Saturday after winning the requisite electoral votes to win the presidential election. Watch his remarks here.,https://www.cbsnews.com/video/president-elect-joe-biden-delivers-remarks-after-projected-victory/,https://cbsnews3.cbsistatic.com/hub/i/r/2020/11/08/aadbe2f2-6093-4f5e-890e-3a09d3de803f/thumbnail/1200x630/f19f413dcf68d814aa399f16f9538e2d/bidenspeech-583382-640x360.jpg,2020-11-08T03:44:52+00:00,President-elect Joe Biden spoke to the nation on Saturday after winning the requisite electoral votes to win the presidential election. Watch his remarks here.,cbs-news,CBS News,mod_left,election
CBS News,Vice President-elect Kamala Harris delivers remarks after projected victory,Vice President-elect Kamala Harris spoke to the nation on Saturday after Joe Biden was projected to win the presidential election. Watch her remarks here.,https://www.cbsnews.com/video/vice-president-elect-kamala-harris-delivers-remarks-after-projected-victory/,https://cbsnews1.cbsistatic.com/hub/i/r/2020/11/08/cb8dc7fd-d795-44e1-a5df-0bb3a1c18b8c/thumbnail/1200x630/bfc6f410af2024cc02bfe44c9d614d7c/kamalaspeech-583378-640x360.jpg,2020-11-08T03:32:47+00:00,Vice President-elect Kamala Harris spoke to the nation on Saturday after Joe Biden was projected to win the presidential election. Watch her remarks here.,cbs-news,CBS News,mod_left,election
,Read: President-elect Joe Biden's remarks,"President-elect Joe Biden addressed the nation on November 7, hours after being projected the winner of the election.",http://us.cnn.com/2020/11/07/politics/joe-biden-president-elect-remarks/index.html,https://cdn.cnn.com/cnnnext/dam/assets/201107205627-joe-biden-victory-speech-1107-super-tease.jpg,2020-11-08T02:16:00Z,,cnn,CNN,mod_left,election
Grace Segers,Watch Live: President-elect Joe Biden and Vice President-elect Kamala Harris deliver remarks,This will be the first address Biden and Harris make after projections that they won the election.,https://www.cbsnews.com/news/president-elect-joe-biden-vice-president-elect-kamala-harris-watch-live-stream-2020-11-07/,https://cbsnews1.cbsistatic.com/hub/i/r/2020/11/07/bbf04add-16bf-4c59-905d-87df7957bc74/thumbnail/1200x630g2/f07e3884e4e5f0ab5e308ff6256cc6e2/rtx7ozua.jpg,2020-11-08T01:02:42+00:00,"President-elect Joe Biden and Vice President-elect Kamala Harris are delivering remarks on Saturday, after winning the requisite electoral votes to win the presidential election. CBS News projected t… [+3703 chars]",cbs-news,CBS News,mod_left,election
Stephen Gandel,YouTube won't take down video falsely claiming Donald Trump won the election,"Not removing videos with false information could sow doubts about the election and even incite violence, critics say.",https://www.cbsnews.com/news/youtube-disinformation-2020-election/,https://cbsnews1.cbsistatic.com/hub/i/r/2018/04/26/a94b1199-056b-47ac-b272-681ccbc8f949/thumbnail/1200x630/0007a00ff914d58ceb1b2ce81dd888e1/rtx24hqc.jpg,2020-11-07T23:47:00+00:00,"YouTube is choosing not to take down a video claiming that Donald Trump won the 2020 presidential election, highlighting what its digital media critics call a more permissive approach to allowing mis… [+5741 chars]",cbs-news,CBS News,mod_left,election
CBS News,Nation reacts after Joe Biden is projected to win the 2020 election,Biden is projected to win the electoral votes needed to be declared the 46th president of the United States.,https://www.cbsnews.com/pictures/2020-election-results-nation-reacts/,https://cbsnews2.cbsistatic.com/hub/i/r/2020/11/07/48017ef0-95d5-4b49-86b0-134f54ea1112/thumbnail/1200x630/c155ae577b1b3adde4b04ae5c7c58093/ap-20312614481173.jpg,2020-11-07T23:00:20+00:00,Biden is projected to win the electoral votes needed to be declared the 46th president of the United States.,cbs-news,CBS News,mod_left,election
"Analysis by Zachary B. Wolf and Will Mullery, CNN",What happens between now and Inauguration Day,Americans who went to the polls on Election Day don't actually select the President directly.,http://us.cnn.com/2020/10/18/politics/electoral-college-timeline-2020-election/index.html,https://cdn.cnn.com/cnnnext/dam/assets/201016115324-20201016-election-day-to-inauguration-illustration-super-tease.jpg,2020-11-07T22:09:09Z,"Analysis by Zachary B. Wolf and Will Mullery, CNN
Updated 5:09 PM ET, Sat November 7, 2020
This story was originally published on October 18, 2020 and was updated after former Vice President Joe Bi… [+1455 chars]",cnn,CNN,mod_left,election
"Kendall Karson, Benjamin Siegel, Meredith Deliso",How the election impacts balance of power in the Senate,,https://abcnews.go.com/Politics/election-impacts-balance-power-senate/story?id=73856525,https://s.abcnews.com/images/Politics/us-senate-building-stock-gty-jef-201028_1603899859564_hpMain_16x9_992.jpg,2020-11-07T21:56:00Z,"The control of the U.S. Senate hangs in the balance, with four races in three states still undecided days after the general election. With Joe Biden now the apparent winner of the presidency, the Dem… [+4910 chars]",abc-news,ABC News,mod_left,election
T.C. Sottek,President Trump is defeated: the timeline is restored,President Trump just lost the election to Joe Biden. Now it’s time to restore our timeline — and reclaim some joy.,https://www.theverge.com/2020/11/7/21548036/election-2020-joe-biden-wins-president-trump-defeated,https://cdn.vox-cdn.com/thumbor/bOEO2j-0uwUfcFZGdsGhBUsqtFM=/0x151:3004x1724/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/22010364/1228916056.jpg,2020-11-07T16:28:58Z,"Youre fired
Photo by Saul Loeb / AFP via Getty Images
After years of chaos, extremism, and death, Americans have chosen to remove President Donald Trump from office. Despite the presidents attempt … [+1708 chars]",the-verge,The Verge,mod_left,election
Kim Lyons,Twitter flags four of President Trump’s tweets about ballot-counting,"Twitter flagged four tweets from President Trump on Saturday for making “potentially misleading claims about an election,” as he continued to complain— without evidence— about “illegal” ballots.",https://www.theverge.com/2020/11/7/21554013/twitter-flags-president-trumps-tweets-votes-counted-election-pennsylvania,https://cdn.vox-cdn.com/thumbor/31wcDz-dd7XKS5dJnkQVko0eII0=/0x146:2040x1214/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/12645609/acastro_180827_1777_0002.jpg,2020-11-07T15:19:11Z,"The president claimed without evidence that illegal votes changed the results in Pennsylvania
Illustration by Alex Castro / The Verge
Twitter flagged four tweets from President Trump on Saturday fo… [+1926 chars]",the-verge,The Verge,mod_left,election
"Stefan Becket, Melissa Quinn, Grace Segers, Audrey McNamara, Kathryn Watson, Sarah Lynch Baldwin",2020 Election Live Updates: Biden leads as vote count continues in key states,The race for the presidency remains uncalled.,https://www.cbsnews.com/live-updates/2020-election-live-updates-2020-11-07/,https://cbsnews2.cbsistatic.com/hub/i/r/2020/11/07/af0a516c-c77c-4129-b569-e9b5df80a810/thumbnail/1200x630/f311cef0827ea3710a9f4bceaac2e1e9/gettyimages-1229491276.jpg,2020-11-07T13:53:22+00:00,"Biden delivers remarks as final votes are cou...07:35
Biden took the stage at Chase Center in Wilmington, Delaware, for a late-night address Friday to the nation. He declared ""look at the national n… [+1185 chars]",cbs-news,CBS News,mod_left,election
NBC Universal,Live election results 2020: Latest vote count as Joe Biden leads in swing states,"Live presidential election results and updated vote count as Joe Biden leads President Trump in key swing states of Georgia, Pennsylvania, Arizona and Nevada.",https://www.nbcnews.com/politics/2020-election/live-blog/2020-11-07-trump-biden-election-results-n1246882,https://media1.s-nbcnews.com/j/newscms/2020_45/3425842/201104-post-election-live-blog-main-cover-cs_677f87a787c5da5efad0d320bdbc0748.nbcnews-fp-1200-630.jpg,2020-11-07T11:18:00Z,"Biden predicts win, calls for unity, as presidential race still undecided
WILMINGTON, Del. Joe Biden on Friday night once again predicted victory in the 2020 race, calling for unity after the final … [+3748 chars]",nbc-news,NBC News,mod_left,election
"By <a href=""/profiles/meg-wagner"">Meg Wagner</a>, <a href=""/profiles/fernando-alfonso-iii"">Fernando Alfonso III</a>, Melissa Macaya, <a href=""/profiles/melissa-mahtani"">Melissa Mahtani</a>, <a href=""/profiles/veronica-rocha"">Veronica Rocha</a> and <a href=""/profiles/amanda-wills"">Amanda Wills</a>, CNN",Election results live: Joe Biden elected president,Joe Biden has won the presidency. Follow here for the latest.,https://www.cnn.com/politics/live-news/trump-biden-election-results-11-07-20/h_b26179e4615d299ab906f5880dc0fc98,https://dynaimage.cdn.cnn.com/cnn/digital-images/org/9eb60051-c3a2-4fb2-9255-64d307e7b1b7.jpg,2020-11-07T11:02:11Z,"President-elect Joe Biden sent a message to those who voted for President Trump, calling for unity and reconciliation. 
""Now for all those of you who voted for President Trump, I understand your dis… [+1023 chars]",cnn,CNN,mod_left,election
"By <a href=""/profiles/meg-wagner"">Meg Wagner</a>, <a href=""/profiles/fernando-alfonso-iii"">Fernando Alfonso III</a>, Melissa Macaya, <a href=""/profiles/melissa-mahtani"">Melissa Mahtani</a>, <a href=""/profiles/veronica-rocha"">Veronica Rocha</a> and <a href=""/profiles/amanda-wills"">Amanda Wills</a>, CNN",Election results live: Joe Biden elected president,Joe Biden has won the presidency. Follow here for the latest.,https://www.cnn.com/politics/live-news/trump-biden-election-results-11-07-20/h_1af716903b7402bc31d79033b2667d8c,https://cdn.cnn.com/cnnnext/dam/assets/201030082605-04-trump-biden-election-night-split-super-tease.jpg,2020-11-07T11:02:11Z,"The cars have started to arrive in the parking lot of the Chase Center for the biggest show in Wilmington, Delaware, tonight: A drive-in rally for the victory rally for President-elect Joe Biden and … [+853 chars]",cnn,CNN,mod_left,election
"By <a href=""/profiles/meg-wagner"">Meg Wagner</a>, <a href=""/profiles/fernando-alfonso-iii"">Fernando Alfonso III</a>, Melissa Macaya, <a href=""/profiles/melissa-mahtani"">Melissa Mahtani</a>, <a href=""/profiles/veronica-rocha"">Veronica Rocha</a> and <a href=""/profiles/amanda-wills"">Amanda Wills</a>, CNN",Election results live: Joe Biden elected president,Joe Biden has won the presidency. Follow here for the latest.,https://www.cnn.com/politics/live-news/trump-biden-election-results-11-07-20/h_0ad95627e7d03a19231b55127e9b39d3,https://cdn.cnn.com/cnnnext/dam/assets/201030082605-04-trump-biden-election-night-split-super-tease.jpg,2020-11-07T11:02:11Z,"Minnesota Sen. Amy Klobuchar said that President-elect Joe Biden and Vice President-elect Kamala Harris will work on building a big coalition to unite Democratic and GOP lawmakers. 
I was buoyed by … [+1658 chars]",cnn,CNN,mod_left,election
,Presidential Election Results and Electoral Map 2020,"View maps and real-time presidential election results for the 2020 US election. For more information, visit cnn.com/election.",https://www.cnn.com/election/2020/results/president?iid=politics_election_bop#mapmode=lead,https://politics-static.cnn.io/2020/dev-static-assets/images/share/ge/results/president.jpg,2020-11-03T23:37:22.0160245Z,,cnn,CNN,mod_left,election
NBC News,Presidential election results: Live map of 2020 electoral votes,"Results of the 2020 U.S. presidential election, including electoral votes between Trump and Biden in each state, and who is winning the popular vote.",https://www.nbcnews.com/politics/2020-elections/president-results,https://firecracker-cms.s3.amazonaws.com/cms-files/production/images/uploads/201013-election-president-polls-social-cs_4bfc07c7e4ae15217e45905d7405d6ef.jpg,2020-09-10T19:00:00Z,"The expected vote is the total number of votes that are expected in a given race once all votes are counted. This number is an estimate and is based on several different factors, including informatio… [+473 chars]",nbc-news,NBC News,mod_left,election
BBC News,"US election 2020: Time to heal, Biden says in address to nation","The Democrat addresses the nation after winning enough votes to defeat Donald Trump, according to projections.",http://www.bbc.co.uk/news/live/election-us-2020-54786937,https://m.files.bbci.co.uk/modules/bbc-morph-news-waf-page-meta/4.1.4/bbc_news_logo.png,2020-11-08T02:52:32.0596524Z,"From talking about Biden's family, Harris moves into discussing her own - and what this moment means for women.
Harris says her mother ""believed so deeply in an America where a moment like this is p… [+810 chars]",bbc-news,BBC News,moderate,election
,Crowds React to President-Elect Joe Biden’s Win,"Around the country, Americans reacted to the news of Joe Biden’s win after the Associated Press and other news organizations called the presidential election in favor of the former vice president. Photo: Getty Images",https://www.wsj.com/video/crowds-react-to-president-elect-joe-bidens-win/F2D8F828-8CF1-4DAE-AD7B-170F5B02D3C8.html,http://m.wsj.net/video/20201107/bidenwinsightsandsounds/bidenwinsightsandsounds_1280x720.jpg,2020-11-08T01:52:41.0929201Z,"Inside the Tear of God: A Unique House on Crete That Filters the Sun
9/7/2020For his home on Crete, Greeces largest island, George Kalykakis wanted something unique. He got a sculptural structure, n… [+117 chars]",the-wall-street-journal,The Wall Street Journal,moderate,election
"Bojan Pancevski, Paul Vieira, Ann Simmons",World Leaders Ready Themselves for a Biden Presidency,"Global leaders congratulated Joe Biden on his election win, as some allies of President Trump stayed silent",https://www.wsj.com/articles/world-leaders-ready-themselves-for-a-biden-presidency-11604798959,https://images.wsj.net/im-256901/social,2020-11-08T01:29:00Z,"After a drawn-out vote count that transfixed not just the U.S. but most of the world, many global leaders on Saturday were quick to respond to former Vice President Joe Bidens election victory, with … [+326 chars]",the-wall-street-journal,The Wall Street Journal,moderate,election
BBC News,US election result: What Biden's victory means for rest of world,From Beijing to Berlin - the BBC looks at the impact of the ideological shift in the White House.,http://www.bbc.co.uk/news/election-us-2020-54801409,https://ichef.bbci.co.uk/news/1024/branded_news/F093/production/_115278516_biden_world_reacts_976.png,2020-11-07T23:37:23.1477039Z,"image copyrightGetty Images
image captionThe knife-edge vote has been closely watched abroad
After days of uncertainty, Joe Biden has won the US presidential election, BBC projections show. 
Durin… [+16659 chars]",bbc-news,BBC News,moderate,election
"Michael C. Bender, Sabrina Siddiqui","Joe Biden Wins 2020 Presidential Election, AP Says",Kamala Harris becomes first woman elected vice president; Trump contests results in key states,https://www.wsj.com/articles/joe-biden-wins-2020-presidential-election-ap-says-11604766914,https://images.wsj.net/im-256726/social,2020-11-07T16:35:00Z,"Joe Biden will be the next president of the United States after crossing 270 electoral votes, the Associated Press said, following a campaign in which he focused on tackling the coronavirus pandemic … [+184 chars]",the-wall-street-journal,The Wall Street Journal,moderate,election
Reid Wilson,Biden defeats Trump to win presidency | TheHill,"Joe Biden has won election as the nation’s 46th president, defeating Donald Trump and ending hi...",http://thehill.com/homenews/campaign/524222-biden-defeats-trump-to-win-presidency,https://thehill.com/sites/default/files/bidenjoe1_10282020_gettyimages.jpg,2020-11-07T16:33:07Z,"The Hill 1625 K Street, NW Suite 900 Washington DC 20006 | 202-628-8500 tel | 202-628-8503 fax
The contents of this site are ©2020 Capitol Hill Publishing Corp., a subsidiary of News Communications,… [+4 chars]",the-hill,The Hill,moderate,election
"Donald Morrison, Catherine Lucey, Aaron Zitner",Election Day 2020 — Latest Updates and Results,Follow news and analysis from our nationwide team of reporters.,https://www.wsj.com/livecoverage/trump-biden-election-day-2020,https://images.wsj.net/im-253751/social,2020-11-02T19:37:01Z,"President Trump held what is expected to be his final rally of the 2020 campaign in the same Michigan city where he concluded his 2016 campaign.
Mr. Trump came to Grand Rapids, Mich., for the late-n… [+2183 chars]",the-wall-street-journal,The Wall Street Journal,moderate,election
Elizabeth Culliford,Facebook takes down Trump ads over 'organized hate' policy,Facebook Inc said on Thursday it took down posts and ads run by the re-election campaign of U.S. President Donald Trump for violating its policy against organized hate.,http://feeds.reuters.com/~r/reuters/topNews/~3/8-yo4Kt1JXA/facebook-takes-down-trump-ads-over-organized-hate-policy-idUSKBN23P3AH,https://s3.reutersmedia.net/resources/r/?m=02&d=20200618&t=2&i=1522744206&w=1200&r=LYNXMPEG5H296,2020-06-18T18:42:29Z,"(Reuters) - Facebook Inc (FB.O) said on Thursday it took down posts and ads run by the re-election campaign of U.S. President Donald Trump for violating its policy against organized hate. 
The ads s… [+1241 chars]",reuters,Reuters,moderate,election
Fox News,"Biden preaches unity, promises to address coronavirus crisis in first speech as president-elect","President-elect Biden and Vice President-elect Harris will address supporters Saturday evening in Wilmington, Del., after earlier today claiming victory in the presidential election after the Fox News Decision Desk projected that they will defeat President Tr…",https://www.foxnews.com/politics/biden-harris-victory-speech-46th-president-united-states,https://static.foxnews.com/foxnews.com/content/uploads/2020/11/AP20308858160529-e1604775103187.jpg,2020-11-08T02:22:20.2564005Z,"President-elect Joe Biden on Saturday night claimed ""a clear victory"" and preached unity as he addressed supporters in Wilmington, Del., after earlier in the day taking a projected victory in a conte… [+6901 chars]",fox-news,Fox News,mod_right,election
Fox News,Crowds gather in Times Square after Biden projected to win election,"Sen. Chuck Schumer, NYC Mayor de Blasio tweet congratulations to the president-elect; Alex Hogan reports.",https://video.foxnews.com/v/6208046015001/,https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/20782a6c-a3cd-4440-be3d-89910408bdca/c0cd0e3a-f7f4-4aeb-92e0-b68f52198646/1280x720/match/image.jpg,2020-11-07T22:22:20.6096166Z,,fox-news,Fox News,mod_right,election
Valerie Richardson,Conservatives dispute Biden victory: 'The media does not get to call the election',Conservatives pushed back Saturday against the decision by media outlets to declare former Vice President Joseph R. Biden the winner of the 2020 presidential election.,https://www.washingtontimes.com/news/2020/nov/7/conservatives-dispute-biden-victory-media-does-not/,https://twt-thumbs.washtimes.com/media/image/2020/09/24/AP19281803515602_c0-228-5472-3420_s1200x700.jpg?f89739662670662341638fe34403095f75f3e118,2020-11-07T21:47:57Z,"Conservatives pushed back Saturday against the decision by media outlets to declare former Vice President Joseph R. Biden the winner of the 2020 presidential election.
“The media do not get to deter… [+3021 chars]",the-washington-times,The Washington Times,mod_right,election
Fox News,Trump accuses Biden of 'rushing to falsely pose as winner',"Moments after Joe Biden was projected to be the victor in the 2020 election, President Trump accused the Democrat of ""rushing to falsely pose as the winner"" and vowed to go forward with pending litigation.",https://www.foxnews.com/politics/trump-accuses-president-elect-biden-of-rushing-to-falsely-pose-as-the-winner,https://static.foxnews.com/foxnews.com/content/uploads/2020/11/AP20311002277663.jpg,2020-11-07T21:37:22.8418728Z,"Moments after Joe Biden was projected to be the victor in the 2020 election, President Trump accused the Democrat of ""rushing to falsely pose as the winner"" and vowed to go forward with lawsuits cont… [+1644 chars]",fox-news,Fox News,mod_right,election
Fox News,Elections 2020 | Fox News,"Follow the latest race results, candidates, and events leading up to the 2020 Presidential Election.",https://www.foxnews.com/elections/2020/general-results,https://static.foxnews.com/static/orion/styles/img/fox-news/elections/2020/og/presidential/og-General-Election-2020.png,2020-11-07T19:52:22.7722061Z,"This material may not be published, broadcast, rewritten, or redistributed. ©2020 FOX News Network, LLC. All rights reserved. All market data delayed 20 minutes.",fox-news,Fox News,mod_right,election
Fox News,Trump to continue legal challenges after Biden’s projected win,President issues statement saying his election lawsuits in key states will move forward; John Roberts reports.,https://video.foxnews.com/v/6208017570001/,https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/676dfa3c-4088-4c21-8593-30bbdf6881d9/e5f6cbde-2fd3-413c-93cb-6ecb530cc320/1280x720/match/image.jpg,2020-11-07T18:37:23.1169991Z,,fox-news,Fox News,mod_right,election
Lauren Toms,World leaders react to Biden victory,Congratulatory messages are pouring in Saturday from around the world after major news organizations called the U.S. presidential election for Democratic nominee Joseph R. Biden.,https://www.washingtontimes.com/news/2020/nov/7/world-leaders-react-biden-victory/,https://twt-thumbs.washtimes.com/media/image/2020/11/06/Virus_Outbreak_Britain_54714.jpg-7ece7_c0-266-2705-1843_s1200x700.jpg?2659e35f097de50c5cc181cbe5afb84101c3e8ff,2020-11-07T14:11:47Z,"Congratulatory messages are pouring in Saturday from around the world after major news organizations called the U.S. presidential election for Democratic nominee Joseph R. Biden.
British Prime Minis… [+1392 chars]",the-washington-times,The Washington Times,mod_right,election
Dave Boyer,Donald Trump vows election 'far from over' after Joe Biden projected as president-elect,"President Trump said Saturday the presidential election ""is far from over"" after Democrat Joseph R. Biden was projected as the winner.",https://www.washingtontimes.com/news/2020/nov/7/donald-trump-vows-election-far-over-after-joe-bide/,https://twt-thumbs.washtimes.com/media/image/2020/11/06/Election_2020_Protests_Phoenix_97840.jpg-aeadb_c0-150-3600-2250_s1200x700.jpg?187bc123cc4510feb7f1966081317bdd024739c4,2020-11-07T11:53:30Z,"President Trump said Saturday the presidential election “is far from over” after Democrat Joseph R. Biden was projected as the winner.
“We all know why Joe Biden is rushing to falsely pose as the wi… [+1827 chars]",the-washington-times,The Washington Times,mod_right,election
Dave Boyer,Joe Biden is projected winner of 2020 election,Presumptive President-elect Joseph R. Biden is projected to defeat President Trump in the 2020 election and become the 46th president of the United States.,https://www.washingtontimes.com/news/2020/nov/7/joe-biden-projected-winner-2020-election/,https://twt-thumbs.washtimes.com/media/image/2020/11/07/election_2020_biden_75857_c0-0-3345-1951_s1200x700.jpg?c5ff25709df88faff59a2118b54e0b03df60f174,2020-11-07T11:28:49Z,"Presumptive President-elect Joseph R. Biden is projected to defeat President Trump in the 2020 election and become the 46th president of the United States.
The Associated Press called the race for M… [+3584 chars]",the-washington-times,The Washington Times,mod_right,election
Alex Swoyer,"Donald Trump election lawsuits alive in Pennsylvania, Nevada; tossed in Michigan, Georgia",President Trump's campaign has launched lawsuits alleging voter fraud and irregularities in the 2020 election in four major battleground states.,https://www.washingtontimes.com/news/2020/nov/6/donald-trump-election-lawsuits-alive-pennsylvania-/,https://twt-thumbs.washtimes.com/media/image/2020/11/05/APTOPIX_Election_2020_Trump_59074.jpg-cc81f_c0-199-4767-2979_s1200x700.jpg?f85a8a9e51502a959c81d26c91ba6c152e2a6e65,2020-11-06T17:15:43Z,"President Trump’s campaign has launched lawsuits alleging voter fraud and irregularities in the 2020 election in four major battleground states.
Two of those states have seen judges toss the complai… [+3865 chars]",the-washington-times,The Washington Times,mod_right,election
